Date,"('Close', 'AAPL')","('High', 'AAPL')","('Low', 'AAPL')","('Open', 'AAPL')","('Volume', 'AAPL')","('Close', 'MSFT')","('High', 'MSFT')","('Low', 'MSFT')","('Open', 'MSFT')","('Volume', 'MSFT')","('Close', 'GOOGL')","('High', 'GOOGL')","('Low', 'GOOGL')","('Open', 'GOOGL')","('Volume', 'GOOGL')"
2020-01-27,74.88041687011719,75.56389649627694,73.8939665284428,75.14944474699271,161940000,155.52915954589844,156.5834054545875,153.53568567930176,154.44616280552003,32078100,71.32793426513672,71.56955866813779,70.71863939255725,71.31846997752507,34132000
2020-01-28,76.99869537353516,77.1707763812699,75.66565743938565,75.76503024570056,162234000,158.5768585205078,158.86436679968824,156.28628327756232,156.96673903698576,24899900,72.26304626464844,72.47726605072009,71.25967970809778,71.82662476293184,29724000
2020-01-29,78.61048126220703,79.46120445400042,77.8930663413124,78.63714587501234,216229200,161.0495147705078,161.72998514256625,158.79728375182458,160.85783771292105,34754500,72.57191467285156,72.94257262840148,72.00845893497106,72.65959425732443,21566000
2020-01-30,78.49658203125,78.5499038706555,77.25564547406604,77.68949101302144,126743200,165.59237670898438,166.80954899393157,163.68515514627387,166.80954899393157,51597500,72.44986724853516,72.49968208968686,71.49084223477435,71.64528116546836,27110000
2020-01-31,75.01614379882812,78.20816118322392,74.72045130385416,77.78401253695766,199588400,163.1484375,165.22816386742548,162.52548331297356,165.04608014089686,36142700,71.38024139404297,73.21807678829367,71.09527131841374,73.12790379399927,43822000
2020-02-03,74.81011962890625,75.98076651865603,73.24925217819678,73.75337983468464,173788400,167.1258087158203,167.24081204441515,163.31136591181337,163.34011674396208,30107000,73.86223602294922,74.04657296301339,72.56743036798406,72.81851903680833,71636000
2020-02-04,77.27986907958984,77.47134392906342,76.01469422241806,76.42187506467558,136616400,172.62701416015625,173.12538628617733,168.97551227070966,169.770986075543,36433300,72.00946044921875,73.10199650551328,70.84468413309284,72.46182298123878,95880000
2020-02-05,77.9100341796875,78.71228029302294,77.30410766529131,78.41173571221898,118826800,172.4161834716797,176.53730709732727,170.98817658820624,176.37438082450265,39186300,72.04133605957031,72.9644878939861,71.22579582422557,72.9161630186474,36376000
2020-02-06,78.82135009765625,78.82377617084421,77.62161992339047,78.18149548402742,105425600,175.99099731445312,176.17309565495367,172.5695022825812,173.4416497954925,27751400,73.53194427490234,73.81043759584276,72.26204969986705,72.33677576359966,37822000
2020-02-07,77.74993896484375,78.56866507074811,77.2567593198384,78.3184312097674,117684000,176.2401885986328,177.90780998802717,174.88884098778004,175.24345895864306,33529100,73.68836975097656,73.99426007334321,73.0058464103526,73.10448784833639,28360000
2020-02-10,78.11923217773438,78.11923217773438,76.24855365122801,76.32872251651483,109348800,180.8500518798828,180.9842272762291,175.62677553237364,175.94304924319445,35844300,75.16053771972656,75.17149956935405,73.4935839944387,73.59471884010038,38302000
2020-02-11,77.64793395996094,78.6901739257034,77.42928413723492,78.61729312283484,94323200,176.76730346679688,182.76688237616003,175.8664051008235,182.71895944996538,53159900,75.23027801513672,76.21770340309827,75.00061132161902,75.39019785597917,34852000
2020-02-12,79.49186706542969,79.49672331224599,78.09978499142156,78.09978499142156,113730400,177.0260467529297,178.1186220218096,174.285022534649,177.85984996170026,47062900,75.65724182128906,75.74043633057408,75.16103948219266,75.51923806383654,31042000
2020-02-13,78.9258041381836,79.25378246463075,78.55652917592683,78.7606027667096,94747600,176.0676727294922,178.48283023167522,175.26260560474086,175.4638760419346,35295800,75.39618682861328,76.02191687395778,74.92837735428414,75.22729680616945,22914000
2020-02-14,78.94525909423828,79.19549303005526,78.43507131238371,78.89423512616942,80113600,177.639404296875,177.6969059435807,175.05171320295912,175.626758918056,23149500,75.66221618652344,75.72797967828164,75.00559231326048,75.45297562350825,23198000
2020-02-18,77.49974060058594,77.68195002206068,76.43320456144275,76.61541398291747,152531200,179.44125366210938,179.89170289668832,177.78322551884406,177.88865011893756,27792200,75.69759368896484,76.25158520613671,75.27761496690005,75.4435174707526,25642000
2020-02-19,78.62211608886719,78.85291755711393,77.74265350732433,77.74265350732433,93984000,179.9794158935547,180.8443260647039,179.20099380672679,180.72900861894217,29997500,75.96810913085938,76.2605518097851,75.77431549389932,76.08418918563441,22746000
2020-02-20,77.81554412841797,78.87235994111728,77.3077882481259,78.38161204782077,100566000,177.23089599609375,179.9505780542669,174.0403246139327,179.66226978947725,36862400,75.57553100585938,76.07770834757048,74.94132496189518,75.67616412195946,25962000
2020-02-21,76.05419921875,77.85200453086176,75.43469023560293,77.40740945099631,129554000,171.62815856933594,176.34675929936876,170.34039828780988,176.02962167828235,48572600,73.90508270263672,75.27462206552566,73.6574832677561,74.95726817378268,42520000
2020-02-24,72.44158935546875,73.8992644068107,70.26722851902157,72.21808333283613,222195200,164.22833251953125,167.74566121395696,156.86693259551717,161.22996165292207,68311100,70.736572265625,71.55959279941615,70.08543687850549,70.89549627943762,49560000
2020-02-25,69.98784637451172,73.49841733255995,69.51410635342101,73.11456610148605,230673600,161.5182647705078,168.02434456078407,161.1146243999978,167.40929377024779,68073300,69.06563568115234,71.58300697779833,68.77170303202607,71.29156773137504,51580000
2020-02-26,71.09809875488281,72.36870817005541,69.60398331830831,69.61127139696013,198054800,163.536376953125,166.50591806691972,161.65279051091127,163.0943170318562,56206100,69.27237701416016,70.42819069892191,68.57889184403786,69.49706450646832,49776000
2020-02-27,66.4505386352539,69.48250516613125,66.3144895679182,68.29207211988479,320605600,152.01377868652344,160.51879152940356,151.82157807180735,156.95342393492467,93174900,65.51001739501953,68.2226873655206,65.4746460468317,67.7115398365822,62290000
2020-02-28,66.41165924072266,67.63853995908428,62.28401253889323,62.500237856125615,426510000,155.69447326660156,157.32821509793874,146.07469130878144,146.46871208758472,97012700,66.72063446044922,66.88005259105421,63.18146225933805,63.48536091019855,80198000
2020-03-02,72.59465026855469,73.23359905284,67.47092308130068,68.57875558588971,341397200,166.0542449951172,166.17918199089192,155.98278341917523,158.86583657237733,71030800,69.06563568115234,69.1229231286208,66.02067405586332,67.32544584408515,55430000
2020-03-03,70.2890853881836,73.85552819395053,69.43391136932343,73.77535933674136,319475600,158.09701538085938,168.17809625846616,155.93472557182196,167.02487795977277,71677000,66.6444091796875,70.15518082920593,66.22193708069483,69.63158149075487,56602000
2020-03-04,73.54942321777344,73.70976836620322,71.21471719102264,72.01886735003644,219178400,163.901611328125,164.04575815241859,159.16378529542013,161.92191673332013,49814400,68.83048248291016,68.88926748762059,66.6085339749811,67.70256753542472,47598000
2020-03-05,71.1636962890625,72.7744209254937,70.79684571065036,71.79534952023471,187572800,159.78843688964844,164.2091100591823,159.23104479488734,159.57701179632636,47817300,65.50055694580078,67.4370414491301,64.84692814514692,67.03449374191095,54380000
2020-03-06,70.21863555908203,70.65351068690394,68.32366098027373,68.51072660724627,226176800,155.27163696289062,156.75159777003395,149.9187613305263,156.2710889196156,72821100,64.55299377441406,64.90222218354712,62.63345001724397,63.26815022542305,64640000
2020-03-09,64.6649169921875,67.56082812622974,63.89477518496917,64.0769846199073,286744800,144.74850463867188,151.60056663781458,144.15267826099642,145.11369611606975,70419300,60.56993103027344,62.4102598340368,59.68563589792192,60.03038682352592,69252000
2020-03-10,69.32217407226562,69.58941601369386,65.44232820850907,67.33002237477794,285290000,154.64694213867188,154.75265465556114,146.63205930385834,151.9945389839465,65354400,63.52820587158203,63.56208346017073,60.5061600095972,62.49296104143068,54872000
2020-03-11,66.9145736694336,68.3212322165363,66.04725520576122,67.39075287348057,255598800,147.64114379882812,151.55247794381205,145.25780950853476,151.00470551771284,56371600,60.32630920410156,62.61949838943698,59.34187890099212,62.18806372644597,54732000
2020-03-12,60.30644989013672,65.595382309111,60.25057338022047,62.179564104958686,418474000,133.63909912109375,147.487365635873,133.1778147996751,139.6358539553929,93226400,55.37675476074219,59.22281313910036,55.22331167410478,55.92825665674984,94326000
2020-03-13,67.53166198730469,68.00540938687315,61.4531554433298,64.35393335429514,370732000,152.6384735107422,155.59841037709407,135.24404380397652,141.75013903722353,92727400,60.494205474853516,60.500682240290445,55.413620095234876,58.537298689662194,79400000
2020-03-16,58.84391403198242,62.942405493904495,58.30700208996455,58.78074574053364,322423600,130.14102172851562,143.5280065889765,129.73739603386412,134.54248477585907,87905900,53.45621871948242,57.06662772504203,53.161286436824646,54.28371671880484,96520000
2020-03-17,61.43128204345703,62.58527101614985,57.91828374935874,60.1315203844917,324056000,140.85638427734375,141.75012378180588,129.73740142741556,134.54249036917167,81059800,55.701080322265625,56.09664573448183,52.265536316051694,54.33503393484652,83194000
2020-03-18,59.92744827270508,60.736458342676634,57.60731482260299,58.25112350527089,300233600,134.9268798828125,140.30858489505886,129.75661460269723,132.62044325697346,81593200,54.36243438720703,55.04994075985991,51.66271785644401,52.80557808968981,93044000
2020-03-19,59.46828842163086,61.42643149656511,58.941096340460845,60.10237727632101,271857200,137.14688110351562,144.29684249053958,133.5814979786997,137.20453983554452,85922700,55.38273239135742,57.42233951228538,52.58686790234642,54.2144668514263,74064000
2020-03-20,55.692901611328125,61.18104684470416,55.391647457282346,60.05134654732679,401693200,131.99578857421875,141.3657112637649,130.5638669046858,140.30858591525512,84866200,53.21758270263672,56.71839227547209,52.91318612762283,56.34075959872419,82878000
2020-03-23,54.5097541809082,55.51312163568075,51.65271258137682,55.41108483288239,336752800,130.67918395996094,135.0902663887522,127.35407089874265,131.66903102708372,78975200,52.5161247253418,53.152816591676384,50.2612982120029,52.62771969397402,83672000
2020-03-24,59.97846603393555,60.17525155765079,56.92220713241407,57.42267493521064,287531200,142.55734252929688,143.76823405001198,135.7629559482489,138.14627541117162,82516700,56.296417236328125,56.46181800133061,54.12528703643385,54.99961989733677,72468000
2020-03-25,59.64806365966797,62.74076316410799,59.3516694383783,60.91866936456952,303602000,141.19273376464844,148.3138791995687,138.80941372067977,143.10516447039487,75638200,54.88204574584961,57.1014970074779,53.95490673143392,56.025897922286106,90324000
2020-03-26,62.786930084228516,62.845234719440775,59.85214358361415,59.89101581179546,252087200,150.02450561523438,150.55306839535243,142.58622175749838,142.61505112150758,64568100,57.935977935791016,58.3624334086797,54.4042821365031,55.53468295067127,76562000
2020-03-27,60.187400817871094,62.162547880502984,60.01976760326953,61.40455808271416,204216800,143.8643798828125,148.85206524049053,143.38387092217255,145.8344695542303,57042300,55.3124885559082,57.34462310546679,55.000619379792866,56.16988078028349,62794000
2020-03-30,61.905033111572266,62.07752630082117,60.59069513800199,60.91624540312953,167976400,153.9838409423828,154.33942741433336,144.16224021616355,146.49752053360095,63420300,57.10847473144531,57.34212859909248,54.72611218061649,56.42744514551845,58736000
2020-03-31,61.77869415283203,63.77084923912986,61.22234982717526,62.09695630753002,197002000,151.56211853027344,158.3565065196979,150.4569392995181,153.1862262392483,77927200,57.88764953613281,58.45807997262283,56.6307048131235,57.22903779187032,65228000
2020-04-01,58.5280876159668,60.425494176264635,58.09564428473378,59.886154074244196,176218400,146.180419921875,151.60055979321638,144.94071339694807,147.0357251877154,57969900,54.90596008300781,56.267027211100036,54.47701502016982,55.99700615531,51970000
2020-04-02,59.50472640991211,59.558174794508744,57.55387149331358,58.38960582657782,165934000,149.2076416015625,149.41906672362853,144.4986595132996,145.94018643794786,49630700,55.6497688293457,55.93573095399749,54.45908540949232,54.80134294224164,56410000
2020-04-03,58.649559020996094,59.691795094969585,58.056770548986755,58.98725360699361,129880000,147.8333740234375,151.2449902406123,146.2573053743948,149.05387076911316,41243300,54.43765640258789,55.73744511904495,53.55984186349984,55.53418339732919,51374000
2020-04-06,63.765995025634766,63.92147650814731,60.58583486452881,60.95510987284994,201820400,158.82737731933594,160.00942482020582,151.43714988681106,154.07034329801456,67111700,58.94581604003906,59.32244906224932,56.04682503081574,56.44538175140231,63320000
2020-04-07,63.027442932128906,66.00839339127049,62.92297799130032,65.78973618510182,202887200,157.11680603027344,163.37302665430084,156.89576137733127,162.97900583537051,62769000,58.9144287109375,60.818529302753255,58.64988857565713,60.630706908970595,61620000
2020-04-08,64.6406021118164,64.95642874150907,63.464745123474984,63.83158830415397,168895200,158.69288635253906,160.17284742753193,157.1264225242008,159.2118295527662,48318200,60.132015228271484,60.52558895059071,58.98367788811864,59.937719869279775,40334000
2020-04-09,65.10704803466797,65.61237949299203,64.3077616237392,65.27954490531218,161834800,158.7024688720703,160.845534324672,156.96302911027476,159.87491168706444,51385100,60.110591888427734,60.87880693991357,59.40564692717376,60.688996669217964,54028000
2020-04-13,66.38495635986328,66.49428496270015,64.58229481333173,65.18480321625717,131022800,159.05801391601562,159.11568728837514,155.9731557051659,157.943244671128,41905300,60.301902770996094,60.50666206471668,58.90297462683948,59.858012475342434,38702000
2020-04-14,69.73759460449219,70.02913255388498,67.55108222640038,68.02482954063414,194994800,166.9287872314453,166.97684105375075,161.4509887598856,162.412006550123,52874300,63.03300476074219,63.55710205404441,61.20512769663744,61.77456615054075,63358000
2020-04-15,69.10106658935547,69.56266208962325,68.17787558881993,68.60788695135435,131154400,165.17974853515625,166.80387100644435,162.64266206246032,164.52624878856957,40940800,62.63793182373047,63.52521443511321,61.477138918727164,62.100379324447886,42236000
2020-04-16,69.650146484375,70.01699709120813,68.59576238272669,69.81777971437695,157125200,170.13858032226562,170.36922986714265,166.15996732293377,167.50540100543185,50479600,62.644405364990234,63.4380295511721,61.68638004984677,63.12815206658485,57896000
2020-04-17,68.70507049560547,69.71330151482101,67.26197182482458,69.16424162454373,215250000,171.6377716064453,172.98319055629648,169.01418265828542,172.50268169364008,52765600,63.71900939941406,64.26702200516593,63.07135571930475,63.853520098648715,51050000
2020-04-20,67.27898406982422,68.43297671339393,67.25955166646024,67.52679355095263,130015200,168.2357940673828,171.7819525244728,168.16853043851157,169.74459923455495,36669600,62.829734802246094,63.610405463697234,62.59508509542158,63.26515662883871,35292000
2020-04-21,65.19937896728516,67.35673938059448,64.48511754898358,67.12108160089471,180991600,161.27798461914062,166.8999289183992,159.63463803076337,166.7365576820753,56203700,60.38908386230469,62.27424820103494,60.03237526579768,61.91106664037472,49648000
2020-04-22,67.07733917236328,67.51463866177296,66.12985200256384,66.47239906793473,116862400,166.7558135986328,167.21709803903636,164.16106845840687,164.70884098189208,34620200,62.693233489990234,63.76285379905656,61.6365629106537,61.831356188881415,46296000
2020-04-23,66.81741333007812,68.45001014182691,66.77854109478402,67.02148700478162,124814400,164.7376708984375,168.23577513322712,164.24755709535398,167.32281114836113,32790800,63.32892608642578,64.17486233966723,62.798849973013944,63.05840710504225,34202000
2020-04-24,68.74636840820312,68.75608831546117,67.2959817893199,67.34457391149324,126161200,167.74566650390625,167.75527140325462,164.05536152647798,165.35272680899635,34277600,63.599449157714844,63.65474872324669,61.97533562043183,62.52334827139177,37402000
2020-04-27,68.79497528076172,69.12780988807344,68.01268939638848,68.4621332593315,117087600,167.26516723632812,170.00405943343674,166.54440381646228,169.70614623279397,33194400,63.31348419189453,64.47128964303181,63.024530749461675,64.36666555452577,44186000
2020-04-28,67.67984771728516,69.44120502793687,67.58753452748297,69.2589956509729,112004800,163.19041442871094,168.82197877653914,162.78678875157237,168.74509560032706,34392700,61.40689468383789,64.00597037196816,61.29679347697088,63.92825679183895,80700000
2020-04-29,69.90278625488281,70.3741016228234,68.96987542536264,69.17394897424678,137280800,170.51336669921875,170.7536211287655,165.1797300944541,166.4674903174727,51286600,66.8666000366211,67.76185314940159,66.0968912581043,67.00708958197549,108358000
2020-04-30,71.37747955322266,71.55483267240312,70.05342927151027,70.44456848623724,183064000,172.22398376464844,173.36758247867797,169.36014053882184,172.98318127476486,53875900,67.09178924560547,67.25619418806347,65.83633815891375,66.3275613048283,55842000
2020-05-01,70.2283706665039,72.64082159078217,69.44608459896145,69.54326147278059,240616800,167.764892578125,171.67622758988622,167.22671026610783,168.9469404239437,39370500,65.62808227539062,67.32742717835926,65.24647009108229,65.9653605501594,48872000
2020-05-04,71.22200012207031,71.35076111488053,69.56025154134068,70.25264863684093,133568000,171.868408203125,172.02217456007264,167.02488527100917,167.68798985437488,30372900,65.90608215332031,65.98430505914773,64.56644077311196,65.17025470993144,30806000
2020-05-05,72.29096984863281,73.12670420409486,71.53783619626512,71.68360519577489,147751200,173.7135772705078,176.49091820623366,172.88710135205815,173.57903536117732,36839200,67.20735931396484,68.30289040757773,66.51039251832525,66.63344344892403,39666000
2020-05-06,73.03681182861328,73.67089693622526,72.60922476151869,72.99550777203844,142333600,175.42417907714844,177.01947211101051,174.54966404212286,174.9821191102507,32139300,67.02851104736328,68.18731223031008,67.01356583638646,67.65474275390417,31732000
2020-05-07,73.79237365722656,74.13979187417405,73.36236215111808,73.66604447823067,115215200,176.44287109375,177.35583505620022,175.4626288476826,176.99064360563307,28316000,68.21670532226562,68.55149783447298,67.38273056836054,67.81964616153778,30652000
2020-05-08,75.54876708984375,75.60236016603984,74.12612330759006,74.45498957360294,133838400,177.48072814941406,177.78826082846933,176.2121925082242,177.76903637003707,30877800,68.96698760986328,69.5797640707449,68.35271358713628,68.84144327546564,33326000
2020-05-11,76.73754119873047,77.23448698795877,74.84473723882499,75.05424011538071,145946400,179.4604949951172,180.20046824921144,175.72213580339826,176.01042945358043,30892700,69.92601013183594,70.52085390400352,68.52658789517999,68.59085382808611,32718000
2020-05-12,75.86058044433594,77.87761748903343,75.7387786724721,77.42451103192107,162301200,175.3953399658203,179.74874909328466,175.1935344550982,179.51811422388795,32038200,68.5106430053711,70.46106910899933,68.47726333946302,70.15667635511844,33918000
2020-05-13,74.94461822509766,76.96653181484587,73.86301804797671,76.04083401805624,200622400,172.74293518066406,176.8753143097125,169.6580618471283,175.4337877296235,44711500,67.17298889160156,69.01631280049347,66.16065982402091,68.55946518600065,40368000
2020-05-14,75.40502166748047,75.46592253617749,73.45375545548762,74.17969648666386,158929200,173.49252319335938,173.64628954381212,168.83158151002837,170.6190750081344,41873900,67.59796142578125,67.62336676858219,65.92602076441209,66.43517667408334,36660000
2020-05-15,74.959228515625,75.0055137738857,73.13220232382433,73.16631038114848,166348400,176.02003479003906,179.76799857915603,170.1001612519738,172.07985569771088,46610400,68.40502166748047,68.48074356345606,66.70817007305355,67.16950274056389,41544000
2020-05-18,76.72535705566406,77.10050853103726,75.59504066999202,76.28931213886284,135178400,177.7017822265625,178.9414885781182,176.78881836593268,178.50903355613207,35264500,69.00884246826172,69.38647134899308,67.46543379437955,67.83310426795741,47094000
2020-05-19,76.2820053100586,77.59258592543456,76.25033566486115,76.74241206985262,101729600,176.47171020507812,179.3259343557725,176.33716829437734,177.8171293120859,26799100,68.47178649902344,69.37301472678409,68.43990439308666,69.02378631792969,31586000
2020-05-20,77.76554107666016,77.83618073277223,77.10537029765943,77.14434774630136,111504800,178.91949462890625,179.10259890620947,177.26193918832047,178.10034855827877,31261300,70.20350646972656,70.34648942602318,69.12043471161293,69.20711846144812,38262000
2020-05-21,77.18577575683594,78.1699360459229,76.94704163415062,77.62669752734837,102688800,176.77041625976562,179.89279069458814,176.63549966284896,178.66889496946857,29119500,70.08344268798828,70.56718559705264,69.46767107075028,70.29467493775918,30894000
2020-05-22,77.68272399902344,77.76554829725728,76.82036552394693,76.92267483121685,81803200,176.84754943847656,177.76307085844945,175.9127647184689,176.53917488501926,20826900,70.40677642822266,70.59409331098831,69.54539699476044,69.94146034076805,28544000
2020-05-26,77.15653228759766,78.98598935270707,77.10050081133224,78.80572515787038,125522000,174.9779815673828,179.72898742051262,174.52504406881243,179.57479280295502,36073600,70.81180572509766,71.99452249650061,70.71366599570041,71.83759015152177,44590000
2020-05-27,77.4926986694336,77.6388622427907,76.2698118885285,77.01280695551533,112945200,175.20925903320312,175.38273165439932,170.18841994475108,173.6577106157857,39517100,70.75749969482422,71.01008594637463,69.4781408664338,70.74355032318083,31684000
2020-05-28,77.52679443359375,78.79109687627954,76.88855461311546,77.16625866769738,133560800,174.8141632080078,177.46432288274494,173.83120547975034,174.1781360617265,33810200,70.65586853027344,71.96213022057283,69.70132864220743,69.74716011851211,35170000
2020-05-29,77.45128631591797,78.2332513575919,77.09318892472729,77.77040626057638,153532400,176.59698486328125,177.5799571910535,173.86009651242588,176.09585969748247,42130400,71.41710662841797,71.57702647189404,70.54327547342558,70.76496784378698,37044000
2020-06-01,78.40379333496094,78.52559509330818,77.2734694490876,77.40501742967564,80791200,176.1922149658203,176.35604121767523,174.87195859776168,175.9127354089803,22622400,71.48435974121094,71.81865051858213,70.85713217916667,71.02751975128714,25162000
2020-06-02,78.76676940917969,78.7911312505366,77.69247688279513,78.13583711924404,87642800,178.1967010498047,178.28343000011057,174.7659519928419,177.56065933794798,30794600,71.85501861572266,71.88939412258804,70.82375340976124,71.49083741107874,23442000
2020-06-03,79.20037078857422,79.46346673855659,78.51340711651795,79.08831525723531,104491200,178.63034057617188,179.18928492379246,176.91496623907656,178.10995222759004,27311000,71.70256805419922,72.18880433101138,71.32244581500288,71.8744455805617,27732000
2020-06-04,78.5182876586914,79.32217629393165,78.14313615962425,79.02254872485325,87560400,176.27894592285156,179.09293129607974,175.68146020871885,177.60884865927022,28761800,70.45957946777344,71.80570529874512,70.04657922341435,71.5795202176529,26982000
2020-06-05,80.75457000732422,80.81547088968269,78.73997149521452,78.76920272927622,137250400,180.40354919433594,180.9143059379926,175.40197400191846,175.98982804525244,39893600,71.74093627929688,72.05380511057432,70.12678488276757,70.52633746852314,42642000
2020-06-08,81.23200225830078,81.26611030883014,79.73628097969248,80.45003728556084,95654400,181.5214385986328,181.7045428478872,177.74375913045887,179.18930041850123,33211600,72.1404800415039,72.18830319617571,70.96673364970756,71.05641251724266,33878000
2020-06-09,83.79716491699219,84.19180139437105,80.87879976817435,80.9104694123917,147712400,182.90914916992188,183.77646800668285,180.46135784028056,181.17449679159446,29783900,72.34175109863281,73.12491517312255,71.85750646676351,72.0009911440297,33624000
2020-06-10,85.95305633544922,86.423209296877,84.30873274320918,84.74965447468956,166651600,189.69358825683594,191.3126023766165,184.0752485522451,184.1909018710349,43872300,72.97046661376953,73.37250492500824,72.45533578534705,72.81154262612122,31762000
2020-06-11,81.82640838623047,85.5194380776058,81.72409908659924,85.09313198270294,201662400,179.50735473632812,188.6528049128067,179.31461880294734,186.1182987144717,52854700,69.8418197631836,72.317844611134,69.6679505395017,71.79125013479211,47144000
2020-06-12,82.5328598022461,84.72529122191342,81.41715908416947,83.97499574044802,200146000,180.92396545410156,184.75946448706057,178.45689579935453,183.62229761509337,43373600,70.39083099365234,71.46643014655847,69.03972605596952,71.0354895960037,36676000
2020-06-15,83.55355834960938,84.20885233004024,81.01764513591078,81.1808627446549,138808800,182.0803985595703,183.89214850099734,177.3293781402349,177.87869093495559,32770200,70.78041076660156,70.99263883796326,69.1094662895663,69.22355465173395,30468000
2020-06-16,85.76790618896484,86.04074831926326,83.97498822355983,85.61687322748851,165428800,186.54229736328125,188.4793174532001,184.50890196936757,185.88697764669138,42556700,72.06227111816406,72.59533476014369,71.1914274344332,72.18830958177831,30648000
2020-06-17,85.64855194091797,86.5766806624143,85.52675019338103,86.51577978864584,114406400,187.18795776367188,189.19244336853623,186.65792303801925,187.94926967520502,25687800,72.36466979980469,72.84592690407887,71.49731538830102,72.3846018167284,30610000
2020-06-18,85.68265533447266,86.10165362055893,85.07120821618122,85.60470043608724,96820400,189.1924591064453,189.3562853616738,186.95668142491218,186.95668142491218,23061600,71.4469985961914,72.38609154152647,71.05441692317615,72.23065677847741,34862000
2020-06-19,85.19300079345703,86.85924753773007,84.07973121711224,86.39153306610298,264476000,188.06492614746094,192.05461973606418,187.31324581227534,191.3800367051037,44441100,70.9747085571289,71.96411801891286,70.69372186493412,71.73993225099585,52784000
